userid,browse_data_all_count,browse_data_all_max,browse_tag_all_count,browse_tag_all_max
5634,168,190,168,10
5635,424,173,424,7
5636,549,213,549,10
5637,352,190,352,10
5638,54,190,54,10
5639,204,190,204,10
5640,162,190,162,10
5642,252,190,252,10
5643,108,190,108,10
5644,441,202,441,10
5645,186,213,186,10
5646,261,201,261,10
5647,1634,190,1634,10
5648,528,188,528,10
5649,156,190,156,10
5650,140,190,140,10
5651,416,190,416,10
5652,80,190,80,10
5653,960,200,960,10
5654,189,190,189,10
5655,187,190,187,10
5656,496,190,496,10
5657,376,210,376,8
5659,156,190,156,10
5660,360,213,360,10
5661,276,190,276,10
5664,396,188,396,10
5665,396,190,396,10
5666,156,173,156,7
5667,16,118,16,1
5668,64,173,64,6
5669,715,213,715,10
5670,1071,201,1071,10
5671,230,189,230,7
5672,300,213,300,10
5673,476,213,476,10
5674,21,118,21,7
5675,648,213,648,10
5676,66,213,66,10
5677,390,190,390,10
5678,99,213,99,10
5679,144,190,144,10
5680,368,213,368,10
5682,306,213,306,10
5683,150,201,150,10
5684,918,190,918,10
5685,504,190,504,10
5686,126,118,126,1
5687,440,190,440,10
5688,1180,213,1180,10
5689,104,201,104,10
5690,252,190,252,10
5691,84,190,84,10
5693,440,201,440,10
5694,384,190,384,10
5696,130,190,130,10
5697,100,190,100,10
5698,324,210,324,10
5699,100,190,100,10
5700,336,190,336,10
5701,4144,213,4144,10
5703,804,207,804,10
5704,272,201,272,10
5706,98,188,98,10
5707,517,213,517,10
5708,384,213,384,10
5709,940,190,940,10
5710,312,201,312,10
5711,462,201,462,10
5712,584,213,584,10
5713,180,194,180,10
5714,1000,213,1000,10
5715,48,173,48,7
5717,84,188,84,10
5719,120,188,120,10
5720,156,188,156,10
5721,700,201,700,10
5722,152,190,152,10
5723,369,190,369,10
5724,306,201,306,10
5726,552,190,552,10
5727,45,118,45,7
5728,336,190,336,10
5729,126,213,126,10
5730,220,190,220,10
5733,84,190,84,10
5734,682,213,682,10
5735,60,190,60,10
5736,84,190,84,10
5737,180,190,180,10
5738,160,201,160,10
5739,224,190,224,10
5740,616,190,616,10
5741,330,190,330,10
5742,256,190,256,10
5743,232,189,232,10
5744,189,190,189,10
5745,540,201,540,10
5746,216,190,216,10
5747,726,201,726,10
5748,342,210,342,10
5750,48,173,48,1
5751,1239,213,1239,10
5752,96,190,96,10
5753,861,210,861,10
5754,351,213,351,10
5756,960,201,960,10
5757,3450,210,3450,10
5758,60,190,60,10
5759,345,210,345,10
5760,736,213,736,10
5761,660,190,660,10
5762,240,213,240,10
5763,72,189,72,7
5764,312,213,312,10
5765,72,190,72,10
5766,261,189,261,10
5768,160,210,160,10
5769,657,210,657,10
5770,396,213,396,10
5772,1755,213,1755,10
5773,360,190,360,10
5774,126,190,126,10
5776,114,190,114,10
5777,14,118,14,1
5778,135,210,135,10
5780,530,200,530,10
5781,306,190,306,10
5782,588,200,588,10
5783,204,190,204,10
5784,275,190,275,10
5785,99,213,99,10
5786,1184,213,1184,10
5788,600,213,600,10
5789,450,190,450,10
5790,510,190,510,10
5791,126,190,126,10
5792,312,201,312,10
5793,108,190,108,10
5794,810,201,810,10
5795,161,201,161,10
5796,84,190,84,10
5797,192,201,192,10
5798,96,190,96,10
5799,768,213,768,10
5800,729,208,729,10
5802,486,190,486,10
5803,970,201,970,10
5804,162,201,162,10
5805,126,213,126,10
5806,3500,201,3500,10
5807,252,207,252,10
5809,378,190,378,10
5810,96,190,96,10
5813,320,213,320,10
5815,279,201,279,10
5816,90,173,90,7
5820,136,201,136,10
5823,33,118,33,7
5824,78,173,78,7
5825,98,190,98,10
5826,64,173,64,6
5827,432,213,432,10
5833,171,190,171,10
5835,40,64,40,3
5836,144,190,144,10
5837,427,213,427,10
5838,399,213,399,10
5839,72,173,72,7
5840,437,190,437,10
5841,270,190,270,10
5842,84,190,84,10
5844,740,213,740,10
5845,42,118,42,7
5849,368,190,368,10
5850,108,190,108,10
5851,624,190,624,10
5852,612,188,612,10
5854,1360,213,1360,10
5855,1507,213,1507,10
5856,568,213,568,10
5858,1749,201,1749,10
5859,270,189,270,10
5860,35,173,35,7
5861,1521,209,1521,10
5862,480,213,480,10
5863,990,213,990,10
5864,781,194,781,10
5865,288,190,288,10
5866,665,190,665,10
5867,590,201,590,10
5868,816,201,816,10
5869,150,188,150,10
5870,814,190,814,10
5871,1320,208,1320,10
5872,36,20,36,1
5873,1190,190,1190,10
5874,999,213,999,10
5875,297,190,297,10
5876,696,207,696,10
5877,60,173,60,7
5878,342,189,342,7
5879,252,201,252,10
5880,632,188,632,10
5881,513,201,513,10
5882,364,190,364,10
5883,216,190,216,10
5884,208,190,208,10
5885,336,213,336,10
5886,112,189,112,10
5887,90,190,90,10
5888,273,190,273,10
5889,264,189,264,10
5890,460,201,460,10
5891,119,189,119,10
5892,378,189,378,10
5893,680,190,680,10
5894,318,201,318,10
5895,684,188,684,10
5896,90,173,90,7
5897,392,213,392,10
5898,938,213,938,10
5899,144,188,144,10
5900,488,190,488,10
5901,930,201,930,10
5902,666,213,666,10
5903,1044,200,1044,10
5905,378,201,378,10
5906,765,213,765,10
5907,858,201,858,10
5908,1840,189,1840,10
5910,1980,190,1980,10
5911,80,173,80,7
5913,650,213,650,10
5914,48,118,48,7
5916,568,213,568,10
5917,364,197,364,10
5919,231,190,231,10
5920,896,213,896,10
5921,80,190,80,10
5922,440,190,440,10
5923,728,213,728,10
5924,273,213,273,10
5925,343,189,343,10
5926,498,201,498,10
5927,63,173,63,6
5929,756,213,756,10
5930,280,190,280,10
5931,296,213,296,10
5932,110,190,110,10
5933,2568,213,2568,10
5934,333,201,333,10
5935,126,173,126,7
5936,608,190,608,10
5937,1557,210,1557,10
5938,603,201,603,10
5939,640,213,640,10
5940,48,173,48,6
5941,516,213,516,10
5942,550,213,550,10
5943,154,190,154,10
5944,540,213,540,10
5945,616,213,616,10
5946,91,190,91,10
5948,54,188,54,10
5949,203,190,203,10
5950,168,189,168,7
5951,819,213,819,10
5952,432,201,432,10
5953,276,173,276,7
5954,200,201,200,10
5955,400,213,400,10
5957,240,190,240,10
5958,2150,213,2150,10
5959,153,200,153,10
5960,162,201,162,10
5961,126,190,126,10
5962,84,173,84,7
5963,136,190,136,10
5964,623,194,623,10
5965,77,189,77,7
5966,1296,213,1296,10
5967,328,194,328,10
5968,1200,194,1200,10
5970,396,213,396,10
5971,279,190,279,10
5972,128,210,128,10
5974,520,201,520,10
5975,279,209,279,10
5976,270,188,270,10
5977,234,190,234,10
5978,510,188,510,10
5979,264,190,264,10
5980,120,190,120,10
5981,256,201,256,10
5982,902,201,902,10
5983,81,190,81,10
5984,40,173,40,1
5985,280,189,280,10
5986,588,213,588,10
5987,576,213,576,10
5988,414,188,414,10
5989,168,201,168,10
5990,108,188,108,10
5991,460,201,460,10
5992,294,189,294,10
5993,584,213,584,10
5994,165,188,165,10
5995,21,189,21,1
5997,342,190,342,10
5999,144,190,144,10
6000,252,201,252,10
6001,160,201,160,10
6004,16,64,16,3
6006,128,188,128,10
6007,100,190,100,10
6010,200,190,200,10
6012,240,173,240,7
6014,48,190,48,10
6016,252,190,252,10
6020,96,213,96,10
6021,180,190,180,10
6023,252,191,252,10
6024,343,213,343,10
6025,260,201,260,10
6026,300,188,300,10
6027,456,213,456,10
6028,252,190,252,10
6029,363,213,363,10
6030,336,213,336,10
6031,1044,213,1044,10
6032,4117,213,4117,10
6033,1045,200,1045,11
6034,301,190,301,10
6035,1463,201,1463,10
6036,856,190,856,10
6037,630,213,630,10
6038,392,201,392,10
6039,216,190,216,10
6040,747,213,747,10
6041,530,188,530,10
6042,63,20,63,1
6043,1552,201,1552,10
6044,77,190,77,10
6045,448,201,448,10
6046,910,213,910,10
6047,630,213,630,10
6048,618,201,618,10
6049,390,213,390,10
6050,286,189,286,8
6051,33,118,33,7
6053,91,190,91,10
6054,60,190,60,10
6055,1480,213,1480,10
6056,392,213,392,10
6057,1176,213,1176,10
6058,1582,201,1582,10
6059,376,213,376,10
6060,384,190,384,10
6062,909,190,909,10
6063,5896,190,5896,10
6064,720,190,720,10
6065,1040,213,1040,10
6066,528,213,528,10
6067,871,200,871,10
6068,486,190,486,10
6069,104,173,104,7
6070,140,190,140,10
6071,150,190,150,10
6073,126,190,126,10
6075,632,190,632,10
6076,144,190,144,10
6077,380,190,380,10
6079,390,213,390,10
6081,801,213,801,10
6082,140,190,140,10
6083,143,188,143,10
6085,24,118,24,7
6086,462,190,462,10
6087,576,190,576,10
6088,442,213,442,10
6089,189,190,189,10
6090,252,189,252,10
6091,32,173,32,1
6092,10,20,10,1
6093,504,213,504,10
6094,402,189,402,10
6095,234,190,234,10
6097,150,173,150,7
6098,1190,213,1190,10
6099,510,190,510,10
6100,204,190,204,10
6101,156,201,156,10
6102,80,173,80,7
6103,280,190,280,10
6104,846,189,846,10
6107,660,190,660,10
6108,84,190,84,10
6109,216,190,216,10
6111,390,213,390,10
6112,135,190,135,10
6113,357,210,357,10
6115,54,173,54,6
6116,348,190,348,10
6117,484,188,484,10
6118,16,173,16,1
6119,392,201,392,10
6120,318,190,318,10
6122,567,190,567,10
6123,176,190,176,10
6124,112,190,112,10
6126,1464,213,1464,10
6127,385,213,385,10
6131,320,190,320,10
6132,405,213,405,10
6133,30,173,30,1
6134,108,190,108,10
6135,72,190,72,10
6137,160,190,160,10
6138,649,189,649,10
6141,36,173,36,6
6142,90,190,90,10
6143,217,201,217,10
6144,456,201,456,10
6145,906,213,906,10
6146,450,190,450,10
6147,4060,201,4060,10
6148,168,190,168,10
6149,387,194,387,10
6150,442,190,442,10
6152,368,190,368,10
6154,288,201,288,10
6155,351,190,351,10
6156,231,190,231,10
6157,590,197,590,10
6158,4404,213,4404,10
6159,264,208,264,10
6160,220,173,220,8
6161,198,190,198,10
6162,198,190,198,10
6163,1064,201,1064,10
6164,702,213,702,10
6165,615,200,615,10
6166,888,201,888,10
6167,1045,201,1045,10
6168,252,190,252,10
6169,612,213,612,10
6170,2338,213,2338,10
6171,300,190,300,10
6172,912,213,912,10
6173,816,213,816,10
6174,280,201,280,10
6175,936,213,936,10
6176,480,208,480,10
6177,768,213,768,10
6178,315,213,315,10
6179,450,189,450,8
6180,204,173,204,7
6181,1056,213,1056,10
6182,574,190,574,10
6183,400,190,400,10
6184,710,190,710,10
6185,144,197,144,6
6186,90,190,90,10
6187,312,190,312,10
6188,351,190,351,10
6189,192,188,192,10
6190,180,190,180,10
6191,600,190,600,10
6192,216,201,216,10
6193,243,190,243,10
6194,176,213,176,10
6195,572,173,572,7
6196,1110,213,1110,10
6198,476,190,476,10
6199,414,213,414,10
6202,208,189,208,10
6203,184,190,184,10
6204,204,213,204,10
6205,448,190,448,10
6206,108,173,108,8
6207,392,213,392,10
6209,286,213,286,10
6210,580,213,580,10
6211,544,190,544,10
6212,322,190,322,10
6213,368,201,368,10
6214,1736,213,1736,10
6216,126,190,126,10
6217,225,190,225,10
6218,402,213,402,10
6219,306,190,306,10
6220,120,173,120,1
6221,495,213,495,10
6222,440,190,440,10
6223,204,201,204,10
6224,400,213,400,10
6225,6,118,6,1
6226,168,190,168,10
6227,342,190,342,10
6228,288,213,288,10
6229,224,190,224,10
6230,90,213,90,10
6231,90,190,90,10
6232,1608,210,1608,10
6233,56,173,56,6
6234,440,190,440,10
6236,294,189,294,10
6237,532,213,532,10
6238,369,173,369,7
6239,108,190,108,10
6240,112,201,112,10
6241,224,201,224,10
6242,553,200,553,10
6243,310,190,310,10
6244,108,201,108,10
6245,336,201,336,10
6246,693,213,693,10
6250,88,190,88,10
6251,632,213,632,10
6253,204,190,204,10
6254,200,190,200,10
6255,70,173,70,7
6258,336,213,336,10
6259,120,190,120,10
6262,66,190,66,10
6263,32,173,32,7
6267,98,190,98,10
6268,132,190,132,10
6269,60,189,60,7
6270,8514,213,8514,10
6271,407,189,407,10
6272,810,190,810,10
6273,558,201,558,10
6274,870,190,870,10
6275,1570,213,1570,10
6276,256,173,256,7
6277,1162,213,1162,10
6278,396,201,396,10
6279,252,213,252,10
6280,288,213,288,10
6281,306,201,306,10
6283,550,213,550,10
6284,319,213,319,10
6285,640,190,640,10
6286,182,190,182,10
6287,84,180,84,6
6288,340,201,340,10
6289,396,190,396,10
6290,500,201,500,10
6291,288,190,288,10
6292,606,201,606,10
6295,135,201,135,10
6296,24,118,24,1
6297,288,208,288,10
6298,680,190,680,10
6299,790,213,790,10
6300,288,201,288,10
6301,30,118,30,7
6302,21,118,21,1
6303,324,189,324,7
6304,1980,190,1980,10
6305,36,173,36,7
6306,88,190,88,10
6308,328,201,328,10
6309,1272,213,1272,10
6310,320,213,320,10
6311,744,190,744,10
6312,531,190,531,10
6313,325,190,325,10
6314,384,190,384,10
6315,272,213,272,10
6316,498,213,498,10
6317,224,190,224,10
6318,280,190,280,10
6319,40,118,40,7
6320,96,189,96,8
6321,468,213,468,10
6322,423,215,423,10
6323,136,190,136,10
6324,279,190,279,10
6326,408,200,408,10
6327,406,190,406,10
6328,231,190,231,10
6329,376,201,376,10
6330,210,188,210,10
6331,671,199,671,10
6332,128,201,128,10
6333,161,213,161,10
6334,130,173,130,7
6335,560,201,560,10
6336,1248,190,1248,10
6337,286,201,286,10
6338,18,118,18,7
6339,420,190,420,10
6341,168,190,168,10
6344,176,190,176,10
6346,190,213,190,10
6347,156,190,156,10
6348,176,190,176,10
6349,496,213,496,10
6351,234,188,234,10
6352,1280,213,1280,10
6353,1990,213,1990,10
6354,128,201,128,10
6356,306,201,306,10
6357,396,213,396,10
6358,711,201,711,10
6359,324,190,324,10
6360,225,173,225,7
6361,1608,213,1608,10
6363,2856,213,2856,10
6364,294,190,294,10
6365,27,173,27,7
6366,970,213,970,10
6367,688,213,688,10
6368,100,190,100,10
6369,1326,201,1326,10
6370,348,201,348,10
6371,189,190,189,10
6372,1512,213,1512,10
6373,2268,190,2268,11
6374,70,190,70,10
6375,858,213,858,10
6376,900,190,900,10
6377,567,201,567,10
6378,192,213,192,10
6379,561,201,561,10
6380,180,190,180,10
6382,5838,213,5838,10
6383,165,190,165,10
6384,344,189,344,10
6385,252,213,252,10
6386,108,190,108,10
6387,342,190,342,10
6388,2934,213,2934,11
6391,306,201,306,10
6392,184,189,184,10
6393,1408,188,1408,10
6396,168,190,168,10
6397,1440,213,1440,10
6398,144,173,144,7
6399,140,190,140,10
6400,630,190,630,10
6401,330,190,330,10
6402,714,201,714,10
6403,328,213,328,10
6405,304,190,304,10
6406,1200,213,1200,10
6407,426,213,426,10
6409,162,201,162,10
6410,784,213,784,10
6411,392,213,392,10
6412,1859,190,1859,10
6413,608,213,608,10
6414,138,200,138,10
6415,350,213,350,10
6416,232,213,232,10
6417,252,189,252,10
6418,715,201,715,10
6419,490,201,490,10
6420,1281,213,1281,10
6421,66,190,66,10
6422,1936,213,1936,10
6423,380,190,380,10
6424,1098,190,1098,10
6425,2112,201,2112,10
6426,513,188,513,10
6427,1008,190,1008,10
6428,760,190,760,10
6429,1500,213,1500,10
6430,494,201,494,10
6431,1250,213,1250,10
6432,416,213,416,10
6434,261,213,261,10
6435,84,190,84,10
6436,981,201,981,10
6437,520,189,520,10
6438,342,190,342,10
6439,444,208,444,10
6440,1044,213,1044,10
6441,790,213,790,10
6442,1332,213,1332,10
6443,1270,189,1270,10
6444,270,201,270,10
6445,315,213,315,10
6446,270,190,270,10
6447,1239,213,1239,10
6448,825,200,825,10
6449,744,213,744,10
6451,72,190,72,10
6452,1000,189,1000,10
6454,270,213,270,10
6455,322,213,322,10
6457,1224,209,1224,10
6459,66,173,66,6
6460,1240,210,1240,10
6461,868,190,868,10
6462,1680,213,1680,10
6463,870,190,870,10
6465,112,188,112,10
6466,392,201,392,10
6467,747,213,747,10
6468,894,213,894,10
6469,264,213,264,10
6470,2828,213,2828,10
6471,224,201,224,10
6472,450,190,450,10
6473,324,190,324,10
6474,90,208,90,10
6475,48,173,48,1
6476,729,213,729,10
6477,180,188,180,10
6478,2280,213,2280,10
6479,320,190,320,10
6481,168,173,168,7
6482,192,190,192,10
6483,174,201,174,10
6484,140,190,140,10
6486,231,194,231,10
6487,90,190,90,10
6488,88,173,88,7
6489,2632,190,2632,10
6490,50,173,50,6
6491,310,213,310,10
6492,108,213,108,10
6493,992,213,992,10
6495,234,190,234,10
6496,834,207,834,10
6497,429,190,429,10
6498,756,213,756,10
6499,392,190,392,10
6500,208,190,208,10
6501,272,190,272,10
6502,500,201,500,10
6503,594,201,594,10
6504,304,190,304,10
6505,248,201,248,10
6507,156,213,156,10
6508,960,213,960,10
6509,1656,190,1656,10
6510,32,118,32,7
6511,224,190,224,10
6512,300,213,300,10
6513,280,188,280,10
6514,161,190,161,10
6515,238,190,238,10
6516,192,190,192,10
6517,128,190,128,10
6518,238,201,238,10
6519,176,188,176,10
6520,256,213,256,10
6522,120,190,120,10
6523,408,213,408,10
6524,455,213,455,10
6527,198,190,198,10
6528,256,190,256,10
6529,2410,213,2410,10
6530,288,213,288,10
6531,336,190,336,10
6532,408,201,408,10
6534,1284,210,1284,10
6535,497,213,497,10
6536,196,188,196,10
6537,252,190,252,10
6538,1116,213,1116,10
6539,200,210,200,10
6540,448,190,448,10
6541,220,190,220,10
6542,648,201,648,10
6543,176,190,176,10
6544,154,188,154,10
6545,252,213,252,10
6546,336,213,336,10
6547,315,207,315,10
6548,150,190,150,10
6549,182,188,182,10
6550,120,202,120,10
6551,336,190,336,10
6552,266,190,266,10
6553,90,190,90,10
6554,8,20,8,1
6557,340,188,340,10
6559,1030,213,1030,10
6560,72,190,72,10
6562,77,189,77,7
6563,504,213,504,10
6564,200,201,200,10
6565,216,201,216,10
6566,450,190,450,10
6569,441,201,441,10
6570,231,213,231,10
6571,396,194,396,10
6572,420,190,420,10
6573,336,213,336,10
6574,536,190,536,10
6575,143,201,143,10
6576,120,190,120,10
6581,80,190,80,10
6585,260,190,260,10
6586,567,213,567,10
6587,468,213,468,10
6588,546,190,546,10
6592,126,190,126,10
6594,944,213,944,10
6599,126,190,126,10
6600,154,208,154,10
6603,5324,213,5324,10
6604,1463,213,1463,10
6605,189,197,189,10
6606,768,213,768,10
6607,287,201,287,10
6608,432,213,432,10
6610,312,213,312,10
6611,3303,213,3303,10
6612,352,190,352,10
6613,979,190,979,10
6614,168,201,168,10
6615,1016,190,1016,10
6616,576,194,576,10
6617,700,213,700,10
6618,791,213,791,10
6619,208,190,208,10
6620,704,201,704,10
6621,378,190,378,10
6622,144,188,144,10
6623,154,190,154,10
6624,216,201,216,10
6625,350,190,350,10
6626,121,190,121,10
6627,144,190,144,10
6628,1034,213,1034,10
6630,936,190,936,10
6631,98,190,98,10
6632,248,190,248,10
6633,234,190,234,10
6634,120,190,120,10
6635,161,213,161,10
6636,288,213,288,10
6638,240,190,240,10
6639,209,213,209,10
6640,1008,213,1008,10
6641,936,213,936,10
6642,712,201,712,10
6643,780,213,780,10
6644,1600,213,1600,10
6645,270,200,270,10
6646,1122,213,1122,10
6647,270,190,270,10
6648,352,201,352,10
6649,504,194,504,10
6650,468,190,468,10
6652,1432,213,1432,10
6653,90,190,90,10
6654,486,210,486,10
6655,1190,201,1190,11
6656,1026,213,1026,10
6657,360,190,360,10
6659,42,173,42,7
6660,490,201,490,10
6662,498,207,498,10
6663,105,188,105,10
6664,192,190,192,10
6665,682,188,682,10
6666,207,190,207,10
6667,64,173,64,7
6668,60,190,60,10
6669,14,118,14,1
6670,300,201,300,10
6671,126,188,126,10
6672,460,201,460,10
6673,448,190,448,10
6674,44,173,44,1
6675,2168,207,2168,10
6676,224,190,224,10
6678,416,190,416,10
6679,273,201,273,10
6680,1276,201,1276,10
6681,24,173,24,7
6682,96,190,96,10
6683,448,213,448,10
6684,850,213,850,10
6685,231,190,231,10
6686,108,173,108,7
6687,610,213,610,10
6688,108,190,108,10
6689,200,190,200,10
6690,119,190,119,10
6694,171,190,171,10
6695,132,190,132,10
6698,427,190,427,10
6699,108,189,108,7
6701,160,189,160,10
6702,801,189,801,10
6704,546,190,546,10
6705,84,173,84,1
6706,328,194,328,10
6708,77,190,77,10
6709,9,20,9,1
6712,24,214,24,3
6714,184,213,184,10
6715,240,190,240,10
6718,128,173,128,7
6719,27,118,27,7
6720,132,190,132,10
6721,1890,213,1890,10
6722,1060,213,1060,10
6723,260,190,260,10
6725,1090,213,1090,7
6726,3861,213,3861,10
6728,945,189,945,10
6729,1896,213,1896,10
6730,198,201,198,10
6731,228,201,228,10
6732,324,190,324,10
6733,441,201,441,10
6734,210,190,210,10
6735,200,190,200,10
6736,612,190,612,10
6737,261,213,261,10
6739,912,201,912,10
6740,760,213,760,10
6741,343,213,343,10
6742,242,213,242,8
6743,264,190,264,10
6744,225,188,225,10
6745,240,189,240,10
6746,96,190,96,10
6747,920,213,920,10
6748,280,210,280,10
6750,423,190,423,10
6752,1130,190,1130,10
6753,560,213,560,10
6754,429,189,429,10
6755,455,213,455,10
6756,180,188,180,10
6757,112,201,112,10
6758,612,201,612,10
6760,416,190,416,10
6761,246,210,246,10
6762,2313,213,2313,10
6763,1661,190,1661,10
6764,112,190,112,10
6766,300,200,300,10
6767,1890,201,1890,10
6769,168,190,168,10
6770,288,190,288,10
6771,240,190,240,10
6772,80,189,80,7
6773,120,190,120,10
6774,168,201,168,10
6775,630,189,630,10
6776,200,190,200,10
6777,462,190,462,10
6778,96,213,96,10
6779,112,188,112,10
6780,1102,190,1102,10
6781,280,190,280,10
6782,144,210,144,10
6783,330,190,330,10
6785,392,213,392,10
6786,420,213,420,10
6787,1090,213,1090,10
6789,36,173,36,6
6790,126,201,126,10
6791,143,190,143,10
6792,644,213,644,10
6794,564,190,564,10
6795,192,188,192,10
6796,240,190,240,10
6797,105,213,105,10
6798,1296,213,1296,10
6799,120,190,120,10
6800,84,188,84,10
6801,126,188,126,10
6803,616,190,616,10
6804,378,200,378,10
6805,624,190,624,10
6807,133,190,133,10
6808,472,213,472,10
6811,288,190,288,10
6812,144,190,144,10
6813,374,190,374,10
6814,568,213,568,10
6817,540,213,540,10
6818,96,190,96,10
6819,440,213,440,10
6820,176,173,176,7
6822,252,201,252,10
6825,140,201,140,10
6826,209,213,209,10
6827,966,213,966,10
6828,140,189,140,10
6830,1520,190,1520,10
6832,1080,213,1080,10
6833,2970,213,2970,10
6834,678,213,678,10
6835,160,190,160,10
6836,175,189,175,10
6838,207,201,207,10
6839,670,190,670,10
6840,6560,213,6560,10
6841,470,213,470,10
6842,536,213,536,10
6843,1176,213,1176,10
6844,360,200,360,10
6845,460,213,460,10
6846,180,189,180,10
6847,98,190,98,10
6848,980,213,980,10
6850,780,201,780,10
6851,290,213,290,10
6852,351,201,351,10
6853,602,213,602,10
6854,2529,213,2529,10
6855,675,190,675,11
6856,520,190,520,10
6857,279,188,279,10
6859,1368,209,1368,10
6861,259,201,259,10
6862,680,213,680,10
6863,48,173,48,7
6864,324,189,324,10
6866,342,190,342,10
6867,780,213,780,10
