userid,2157-03,2157-04,2157-05,2157-06,2157-07,2157-08,2157-09,2157-10,2157-11,2157-12,2158-01,2158-02,2158-03,2158-06,2158-08
21801,,,,,,,,,,17.926424,,,,,
21802,,,,,,16.901203,15.349565,18.40517,,16.242569,,,,,
21803,,,,,,20.164647,20.281324,20.307886,20.307886,18.969286,20.375141,,,,
21804,,,,,,,,,19.332513,17.582561,18.82737,,0.0,,
21805,,,,,,18.74323,17.688469,14.749915,,,,,,,
21806,,,,,,54.76198,54.93983,55.525854,57.031987,56.027594,59.542669,,,,
21807,,,,,,15.879403,20.24923,18.432058,16.586753,19.778275,18.443551,,,,
21808,,,,,,,0.0,79.473294,58.188316,,,,,,
21809,,,,,,32.431323,,,,,,,,,
21810,,,,,,,,,,0.0,,,,,
21811,,,,,,,,,20.433476,,,,,,
21812,,,,,,57.461481,61.602279,61.195339,59.863808,80.489767,79.005072,81.903432,41.345733,,
21813,,,,,,18.408497,37.291627,47.411986,38.901884,,,,,,
21814,,,,,,,36.334176,38.001897,,,,,,,
21815,,,,,,18.568912,56.1268,56.892069,,,,,,,
21816,,,,,,0.0,0.0,0.0,,,,,,,
21817,,,,,,,81.894392,20.178948,,80.258952,,,,,
21818,,,,,,40.819125,40.530328,40.530328,40.530328,,,,,,
21819,,,,,,18.871327,,81.145946,,,,,,,
21820,,,,,,,,17.677447,,,,,,,
21821,,,,,,,60.47667,81.498958,,,,,,,
21822,,,,,,,,,0.0,,,,,,
21823,,,,,,18.378778,36.94784,36.807637,,,,,,,
21825,,,,,,,19.968697,18.254693,18.209986,19.060763,,,,,
21826,,,,,,36.954971,38.676917,39.729902,19.290301,40.843482,,,,,
21827,,,,,,40.680884,41.474603,42.59147,61.30489,79.523527,,,,,
21828,,,,,,19.05498,19.06493,19.05498,,,,,,,
21830,,,,,,0.0,0.0,39.685473,,,,,,,
21831,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21832,,,,,,19.970871,19.97067,19.970871,19.974864,19.993619,20.089297,,,,
21833,,,,,,,,18.883551,18.883551,,,,,,
21834,,,,,,,54.655996,56.793279,55.205151,,,,,,
21835,,,,,,0.0,0.0,0.0,0.0,,,,,,
21836,,,,,,32.601304,35.072585,33.986282,35.335233,36.913025,16.293292,,,,
21837,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
21838,,,,,,,,54.102792,,,,36.340675,38.010364,,
21839,,,,,,37.536564,38.622242,18.439775,,,,,,,
21841,,,,,,38.076379,36.909793,33.542555,,,,,,,
21842,,,,,,,18.201664,38.745725,60.538855,19.666787,39.181022,,,,
21843,,,,,,20.002744,19.578631,19.843512,18.55161,19.40379,19.744719,20.4566,,,
21844,,,,,,38.959111,38.925412,18.567391,18.260221,38.237935,39.857928,,,,
21845,,,,,,,,,,,,,19.658284,,
21846,,,,,,40.450424,32.914013,18.499044,18.529996,,,,,,
21847,,,,,,19.638647,57.970395,77.780543,74.346624,0.0,,,,,
21848,,,,,,20.777714,20.907047,20.799385,,,20.730261,20.789604,,,
21849,,,,,,19.460112,39.112975,39.050065,37.976723,36.634441,35.062506,21.309058,,,
21851,,,,,,37.677829,39.609672,40.198972,,,,,,,
21852,,,,,,39.501917,39.466219,59.576765,58.557204,59.146523,38.161284,,,,
21853,,,,,,16.620861,37.940524,38.210992,34.783723,37.710834,,,,,
21854,,,,,,,,,,0.0,0.0,0.0,,,
21855,,,,,,56.279101,37.255571,39.573298,,,20.712625,,,,
21857,,,,,,19.308253,,19.836712,,20.159718,,,,,
21858,,,,,,38.295752,18.502568,37.210068,,,,,,,
21859,,,,,,19.059146,20.099956,19.51805,21.112944,18.431592,21.112944,,,,
21860,,,,,,81.68671,81.861804,101.299053,,,,,,,
21861,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21862,,,,,,,,,,23.986341,,,,,
21863,,,,,,43.124213,37.844616,40.094304,40.645785,,,,,,
21864,,,,,,16.619035,20.15393,21.002987,,,,,,,
21865,,,,,,37.748034,35.452523,35.833807,38.146354,36.95281,37.458022,,,,
21866,,,,,,17.332933,21.520705,0.0,21.290645,0.0,17.436753,,,,
21867,,,,,,18.994178,,19.109842,,19.089661,19.507192,18.98946,18.988375,,
21868,,,,,,19.75988,,19.719012,,,,,,,
21869,,,,,,20.499464,20.821962,20.883501,20.791608,19.271566,18.783696,,,,
21870,,,,,,19.288644,,17.186221,17.937399,,,,,,
21871,,,,,,,,0.0,0.0,0.0,0.0,,,,
21873,,,,,,17.771386,18.153368,16.597786,,,,,,,
21874,,,,,,,,0.0,,,,,,,
21875,,,,,,32.671576,33.101704,33.313381,,,,,,,
21876,,,,,,,,19.3632,,,,,,,
21877,,,,,,21.861336,,18.602753,55.062157,60.147209,59.688949,37.914558,,,
21879,,,,,,56.278691,57.004779,75.149173,61.613729,80.159363,77.255236,,,,
21880,,,,,,39.871505,60.470624,60.931609,81.856634,103.489953,63.962807,,,,
21881,,,,,,19.623012,20.350567,20.503433,,,,,,,
21882,,,,,,17.456606,17.859041,18.787982,18.843388,,,,,,
21883,,,,,,,,,,21.243586,,,,,
21884,,,,,,52.676106,72.327494,68.700172,71.443661,71.790539,66.754296,53.606757,,,
21885,,,,,,32.536098,40.274328,40.016674,39.422958,37.459867,40.650416,,,,
21886,,,,,,,,21.483486,19.763661,,,,,,
21887,,,,,,112.468569,116.391664,137.877565,118.4298,139.292409,139.592254,117.240375,39.527663,,
21888,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
21890,,,,,,0.0,17.214492,18.941212,,,,,,,
21891,,,,,,58.498432,56.447351,59.354554,79.932167,,,,,,
21892,,,,,,77.893174,83.481109,83.878417,,,,,,,
21894,,,,,,14.18389,55.841402,52.811604,,,,,,,
21895,,,,,,,,,19.221629,17.852988,20.734426,19.46593,18.674576,,
21896,,,,,,,,36.875535,,,,,,,
21897,,,,,,0.0,15.958875,16.123067,0.0,,,,,,
21898,,,,,,,,,42.781746,,,,,,
21899,,,,,,58.3766,62.923357,62.697783,63.376811,40.741247,58.376622,15.821878,,,
21900,,,,,,,,17.52756,17.314892,,18.963747,,,,
21901,,,,,,21.037463,40.329879,41.639181,42.51156,,,,,,
21902,,,,,,79.211155,78.856139,19.432073,58.802028,39.060214,,,,,
21903,,,,,,,,,39.825244,,,,,,
21904,,,,,,79.177689,59.770899,78.21817,76.942969,78.975629,76.521202,60.452098,,,
21905,,,,,,41.32506,20.664718,99.668565,,,,,,,
21906,,,,,,,,,,59.101369,51.613371,0.0,19.927404,,
21908,,,,,,,,34.742913,,,,,,,
21909,,,,,,15.140705,17.003231,17.966283,17.581536,,,,,,
21910,,,,,,,17.748254,37.11782,,,,,,,
21911,,,,,,18.407045,,20.353887,20.055843,0.0,,,,,
21912,,,,,,,,41.458709,57.499366,59.644349,57.372196,36.1296,34.195375,,
21913,,,,,,19.715449,19.960325,19.973269,0.0,20.706509,20.034245,,,,
21914,,,,,,,57.187677,,,,18.411299,,,,
21915,,,,,,61.546055,61.583751,61.630963,,,,,,,
21916,,,,,,,,,20.406543,0.0,,,,,
21920,,,,,,,,36.776234,35.598584,,,,,,
21921,,,,,,,,40.93062,0.0,0.0,0.0,0.0,,,
21922,,,,,,17.691796,20.030895,20.226994,20.654368,,,,,,
21923,,,,,,17.73754,,,52.436296,,,,,,
21924,,,,,,37.204345,20.154477,18.083097,,,,,,,
21925,,,,,,55.878836,55.769421,56.092569,,,,,,,
21926,,,,,,59.479658,58.368019,59.573889,58.728763,58.070569,,,,,
21927,,,,,,19.32855,19.434518,40.298951,38.642786,39.062728,19.857985,40.15858,,,
21928,,,,,,,,,20.644878,20.694207,20.743527,0.0,0.0,,
21929,,,,,,19.434358,35.246905,39.848133,38.073225,35.540948,36.680384,0.0,17.903252,,
21930,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
21931,,,,,,,,0.0,0.0,,,,,,
21932,,,,,,0.0,0.0,0.0,0.0,,,,,,
21934,,,,,,,,38.53468,38.498081,36.154979,40.945628,20.581666,,,
21935,,,,,,38.049521,57.616179,52.62295,19.045611,,,,,,
21936,,,,,,0.0,0.0,0.0,0.0,,,,,,
21937,,,,,,19.863741,20.078734,20.268891,20.543182,19.48595,21.074442,20.096537,,,
21938,,,,,,17.981348,17.896506,18.606456,,,,,,,
21939,,,,,,38.575354,39.009836,19.249613,,,,,,,
21940,,,,,,21.124876,20.045756,,,,,,,,
21941,,,,,,18.576476,19.496754,18.310676,18.879364,20.071324,19.132149,20.071324,20.255861,,
21942,,,,,,18.451116,18.247028,18.331528,,15.82845,20.297869,,,,
21943,,,,,,,,36.722072,17.365633,,,,,,
21944,,,,,,38.57997,39.769474,39.888798,,,,,,,
21945,,,,,,,0.0,0.0,0.0,,,,,,
21947,,,,,,,0.0,0.0,0.0,0.0,,,,,
21948,,,,,,56.619677,54.885783,55.18911,54.418559,55.858189,18.956843,,,,
21949,,,,,,,,0.0,,,,,,,
21950,,,,,,39.222518,39.043333,39.487936,39.18544,41.046139,38.110778,43.150857,20.325626,,
21952,,,,,,,,17.514041,,,,,,,
21953,,,,,,15.388253,15.797493,18.383575,19.045914,55.604294,55.882398,56.102033,15.013987,,
21954,,,,,,21.282302,20.545409,21.993613,21.455145,22.054953,21.9641,,,,
21955,,,,,,17.464315,18.130896,18.455769,17.851007,18.698305,18.365526,,,,
21956,,,,,,0.0,0.0,0.0,0.0,,,,,,
21957,,,,,,106.249637,61.83592,104.992065,103.104011,40.318791,,,,,
21958,,,,,,75.268561,17.442061,75.031852,56.988891,75.951592,76.474392,58.09071,20.30299,,
21959,,,,,,18.109466,33.549882,37.062534,18.783532,32.669448,17.603016,18.123855,37.449682,,
21960,,,,,,20.377802,,,,,,,,,
21961,,,,,,,20.403053,61.946834,0.0,,,,,,
21962,,,,,,21.446962,22.180391,22.164836,21.387224,,,,,,
21963,,,,,,0.0,0.0,,,,,,,,
21964,,,,,,16.915618,16.837655,-13.756664,17.415804,14.44981,17.424523,14.44981,,,
21965,,,,,,,,70.216178,74.864343,18.677942,,,,,
21966,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
21967,,,,,,40.594866,40.615072,40.636186,0.0,,,,,,
21969,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
21970,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,
21971,,,,,,,,,,,,20.482642,43.135383,,
21972,,,,,,,0.0,,,,,,,,
21973,,,,,,20.382377,0.0,19.59364,0.0,40.675605,41.243529,18.612405,,,
21974,,,,,,,,,,0.0,0.0,21.757168,,,
21975,,,,,,39.749112,20.703542,40.283202,20.01076,,,,,,
21976,,,,,,19.878675,19.878675,36.983172,73.782707,76.060814,53.564332,53.95243,0.0,,
21977,,,,,,,34.427427,34.263179,36.632353,35.378214,37.650842,18.760199,,,
21978,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
21979,,,,,,77.337854,71.049346,77.655111,74.220726,58.724442,59.964797,19.972248,,,
21980,,,,,,19.213521,16.529689,19.158168,17.496188,18.717603,16.871022,,,,
21981,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21982,,,,,,,,20.184086,19.924971,,,,,,
21985,,,,,,19.773276,18.681486,20.830072,19.9152,19.746125,17.666142,19.733805,,,
21988,,,,,,,,19.790324,21.200749,19.529327,,,,,
21989,,,,,,,0.0,36.785292,72.033599,69.874491,71.956711,,,,
21990,,,,,,19.278579,19.427853,19.447343,19.411213,19.246075,21.353958,,,,
21991,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
21992,,,,,,53.336005,58.030274,56.371694,54.110839,36.428307,,,,,
21993,,,,,,,,19.971271,,,,,,,
21994,,,,,,,,,34.136062,32.793259,,,,,
21995,,,,,,,,16.442603,18.637683,,,,,,
21996,,,,,,,,,0.0,0.0,0.0,,,,
21997,,,,,,19.57485,17.594307,56.170676,,,,,,,
21998,,,,,,58.089807,75.171337,56.337462,74.087003,74.677032,74.3103,,,,
21999,,,,,,19.665881,61.364801,81.223529,81.063359,39.165152,59.521884,19.884252,,,
22000,,,,,,19.719023,19.324232,20.138006,18.87934,37.86309,59.786329,18.594523,18.486552,,
22001,,,,,,18.361833,,21.123549,,,,,,,
22002,,,,,,,19.498264,19.521051,20.055549,18.990815,19.743582,19.459778,,,
22004,,,,,,17.528342,19.015574,19.070046,18.850161,19.105464,19.242708,18.823369,,,
22005,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
22006,,,,,,18.117338,40.32808,39.153121,39.922647,40.133618,60.841355,,,,
22007,,,,,,39.427808,39.593902,39.786589,36.518401,20.308151,36.843839,,,,
22008,,,,,,,19.703012,39.424419,36.601232,56.34073,54.090102,54.28385,17.958545,,
22009,,,,,,37.104498,35.985034,36.791907,,,,,,,
22010,,,,,,,,20.712471,,20.602358,,,,,
22013,,,,,,,0.0,21.379096,21.258556,,,,,,
22014,,,,,,55.838123,36.495505,52.545178,37.58002,56.94022,76.926218,34.577435,18.976548,,
22016,,,,,,19.833908,19.882225,0.0,0.0,,,,,,
22017,,,,,,34.346594,36.015833,,,,,,,,
22018,,,,,,17.423117,15.998754,17.97514,15.92503,16.470562,,,,,
22019,,,,,,38.523512,19.525102,38.81101,40.703129,38.89247,17.670484,39.092453,38.340165,,
22020,,,,,,0.0,15.438607,15.336672,15.371088,15.54642,0.0,,,,
22021,,,,,,52.941729,53.68916,70.653442,71.353907,71.873581,72.623496,72.633903,18.418043,,
22022,,,,,,20.153592,38.589397,78.11601,,,,,,,
22023,,,,,,0.0,21.037324,19.114809,19.699086,20.665856,20.791998,,,,
22024,,,,,,,,0.0,0.0,0.0,0.0,,,,
22025,,,,,,15.771566,0.0,0.0,17.595039,,,,,,
22026,,,,,,16.043322,14.184542,17.635253,16.587697,15.559692,16.046669,16.120437,16.213598,,
22028,,,,,,0.0,,0.0,0.0,0.0,,,,,
22029,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
22030,,,,,,19.99418,20.408212,19.909104,19.812739,19.617494,20.258757,20.776824,,,
22031,,,,,,22.107458,22.122976,63.914883,81.814222,,,,,,
22032,,,,,,,,18.503228,38.888366,0.0,,,,,
22033,,,,,,0.0,20.094903,37.906303,20.166252,0.0,0.0,18.785989,,,
22034,,,,,,0.0,0.0,0.0,0.0,,,,,,
22035,,,,,,21.172627,20.673132,61.796997,56.69717,60.085535,77.820523,58.853183,,,
22037,,,,,,,,,,0.0,0.0,39.579,0.0,,
22039,,,,,,,,,19.78924,0.0,20.175116,,,,
22040,,,,,,,,,,,,17.79692,,,
22041,,,,,,40.784401,40.865681,62.093796,62.150762,,,,,,
22042,,,,,,,,20.552414,0.0,,,,,,
22045,,,,,,20.620675,20.536016,20.629309,20.632824,61.175317,0.0,,,,
22046,,,,,,53.323286,53.587139,56.113726,59.008696,56.212336,18.046012,,,,
22047,,,,,,14.538736,,17.315462,17.216255,,,,,,
22049,,,,,,18.397055,16.96803,17.273893,,,,,,,
22050,,,,,,35.702051,36.733711,39.756888,,,20.664418,,,,
22051,,,,,,55.946581,55.847476,72.370482,70.907928,71.200879,54.425471,,,,
22053,,,,,,,,,,,20.11758,,,,
22054,,,,,,0.0,0.0,0.0,0.0,0.0,19.060713,0.0,,,
22055,,,,,,16.752395,,19.424099,19.453712,17.883652,18.426252,,19.002997,,
22056,,,,,,,,0.0,0.0,0.0,0.0,,,,
22057,,,,,,,,,,0.0,,,,,
22058,,,,,,17.620335,18.322884,18.052014,17.667505,17.718504,,,,,
22059,,,,,,21.252204,,21.406017,,,,,,,
22060,,,,,,22.520965,21.827569,21.827569,21.827569,21.827944,19.739149,,,,
22061,,,,,,,,,0.0,0.0,0.0,,,,
22062,,,,,,20.438019,0.0,0.0,38.709993,39.205414,37.271857,0.0,,,
22063,,,,,,0.0,16.059248,17.804963,,,,,,,
22064,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
22065,,,,,,20.396865,19.622507,37.945054,16.936881,,,,,,
22066,,,,,,0.0,0.0,0.0,,,,,,,
22067,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
22068,,,,,,42.046673,62.777785,61.74424,20.773621,,,,,,
22069,,,,,,19.117861,19.167321,19.158339,19.622674,0.0,,,,,
22070,,,,,,,,41.507215,101.359279,101.96974,18.561798,,,,
22071,,,,,,,,0.0,,,,,,,
22072,,,,,,,,,0.0,,,,,,
22073,,,,,,20.233635,19.108194,17.852506,,,,,,,
22074,,,,,,16.939331,,,,,,,,,
22075,,,,,,,,,,39.714665,,,,,
22077,,,,,,,,,,0.0,,,,,
22078,,,,,,17.049235,37.370874,38.077361,,,,,,,
22079,,,,,,41.487771,37.664475,40.556936,40.927748,19.431016,,,,,
22080,,,,,,20.203737,20.203737,35.808272,0.0,,,,,,
22082,,,,,,,,,,,20.373636,19.738067,,,
22083,,,,,,,,,,20.779162,,,,,
22084,,,,,,,,,,0.0,20.398328,20.27014,,,
22086,,,,,,40.865788,61.629887,60.546154,60.01657,62.144136,39.621552,,,,
22087,,,,,,0.0,20.019548,20.581104,,,,,,,
22088,,,,,,0.0,22.444457,21.727136,41.011807,,,,,,
22089,,,,,,93.381447,75.673948,96.63506,39.573671,,,,,,
22090,,,,,,36.634167,35.931622,36.481528,36.330285,36.127315,34.960391,36.19203,,,
22091,,,,,,57.207916,59.5423,58.655706,18.152185,,,,,,
22092,,,,,,18.187146,19.072378,19.084412,18.787943,20.37613,19.565789,,,,
22093,,,,,,,42.262388,39.96898,20.005229,38.671437,20.696776,,,,
22094,,,,,,36.85782,16.790461,35.906788,,,,,,,
22095,,,,,,,,18.996768,,,,,,,
22096,,,,,,19.12596,19.146738,19.150731,,,,,,,
22097,,,,,,18.361833,18.361833,15.694397,18.361833,0.0,0.0,,,,
22098,,,,,,,,36.14653,,,,,,,
22099,,,,,,,,,,,21.281952,,,,
22100,,,,,,17.994747,0.0,0.0,40.199017,38.12893,38.429197,,,,
22101,,,,,,14.810626,18.256005,16.057246,17.957167,,,,,,
22102,,,,,,,,18.794173,19.050771,19.474552,,,,,
22103,,,,,,0.0,,,,,0.0,,,,
22104,,,,,,48.536671,66.981818,34.690277,68.19659,51.712593,70.160688,67.96504,15.971181,,
22105,,,,,,,,,,,,0.0,,,
22106,,,,,,18.382929,0.0,0.0,0.0,20.746092,0.0,19.861815,,,
22107,,,,,,,,0.0,0.0,,,,,,
22108,,,,,,,,0.0,,,,,,,
22109,,,,,,0.0,0.0,0.0,0.0,,,,,,
22110,,,,,,36.670723,39.451722,33.857711,39.394938,19.933851,37.500768,36.26238,36.890512,,
22111,,,,,,,,17.706367,,,,,,,
22114,,,,,,,,,21.077154,19.729046,19.729046,,,,
22115,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
22116,,,,,,,19.606114,19.606114,,,,,,,
22117,,,,,,,,,0.0,0.0,,,,,
22119,,,,,,,,,20.761998,21.184699,20.992233,19.847579,,,
22120,,,,,,58.629355,60.440077,60.33751,61.671145,82.249,40.636077,,,,
22121,,,,,,,36.547138,37.10639,16.958351,15.422859,16.371574,17.28804,,,
22122,,,,,,,,,21.06259,20.903435,20.904342,,,,
22123,,,,,,,,,,19.051474,,,,,
22124,,,,,,18.067998,20.018011,18.067837,18.302274,,,,,,
22125,,,,,,40.728629,40.843514,40.715611,61.272541,39.334475,,,,,
22126,,,,,,17.95257,19.771565,20.008183,17.516676,17.728934,21.552995,21.317131,,,
22127,,,,,,,,,40.155365,0.0,0.0,,,,
22128,,,,,,99.300129,99.794895,101.401678,,,,,,,
22129,,,,,,125.430935,124.173739,142.34273,81.196651,62.30849,103.925445,83.415637,62.534549,,
22131,,,,,,20.661814,35.119315,,,,,,,,
22132,,,,,,0.0,0.0,0.0,0.0,,,,,,
22133,,,,,,,,,,,19.129503,39.274233,18.792875,,
22134,,,,,,22.358711,44.46059,44.951305,63.423921,60.157307,45.253112,,,,
22135,,,,,,17.754918,37.248587,32.803472,19.21859,17.698147,35.871831,0.0,,,
22136,,,,,,21.154586,63.124654,62.993847,,,,21.134421,,,
22137,,,,,,0.0,20.393395,57.79538,0.0,,,,,,
22138,,,,,,77.594186,77.456264,73.110493,114.44049,94.805585,74.362559,56.188944,37.605755,,
22139,,,,,,91.186655,53.016236,92.338698,68.013678,86.663369,,,,,
22140,,,,,,20.248554,20.159442,20.168234,,0.0,,,,,
22141,,,,,,21.093914,18.851915,19.856674,20.46232,21.002348,21.265953,,,,
22142,,,,,,,,0.0,,0.0,0.0,,,,
22143,,,,,,20.290648,38.876206,19.551857,19.901419,18.894165,0.0,,,,
22144,,,,,,,,19.664457,16.059248,0.0,,,,,
22145,,,,,,36.907762,38.579491,61.472052,41.07934,40.711792,82.668468,44.182183,20.161393,,
22146,,,,,,,,,19.769429,40.17991,40.795452,,,,
22147,,,,,,40.622825,40.762544,40.955366,39.753315,35.847122,-1.753,21.445033,,,
22149,,,,,,95.617941,93.664496,95.262236,98.736318,92.637991,92.356848,57.649703,0.0,,
22150,,,,,,17.057303,16.474399,17.37063,,,,,,,
22151,,,,,,56.261822,61.531272,59.387561,60.422152,39.356007,,,,,
22152,,,,,,,,19.971563,42.250044,41.213367,61.402669,38.141729,,,
22153,,,,,,,19.57004,18.360081,18.159582,18.833441,19.278123,,,,
22154,,,,,,41.639367,63.6073,60.377498,61.053154,42.507497,,,,,
22155,,,,,,,,,16.459566,,,,,,
22156,,,,,,,0.0,,,,14.163461,12.095937,,,
22157,,,,,,,,,,,,0.0,,,
22158,,,,,,,18.422862,14.875731,,,,,,,
22159,,,,,,21.0486,18.627369,39.636973,,,,,,,
22160,,,,,,0.0,17.316287,13.596495,,,,,,,
22161,,,,,,,40.294449,40.008944,38.772145,39.950918,39.169124,20.612654,19.795938,,
22162,,,,,,,,,37.299899,54.510825,,,,,
22163,,,,,,,,,0.0,,,,,,
22164,,,,,,18.708976,19.84177,18.438738,,,,,,,
22166,,,,,,,,,40.176053,39.462017,,,,,
22167,,,,,,0.0,43.719047,43.231239,42.897232,43.183957,43.440424,22.03013,,,
22168,,,,,,19.197902,20.332424,39.46405,38.389869,,,,,,
22169,,,,,,38.785032,41.406088,41.696176,41.345997,41.715629,62.652176,18.967787,,,
22170,,,,,,18.811634,19.647057,19.647057,19.422743,18.172487,,,,,
22171,,,,,,,,,21.140782,,,,,,
22172,,,,,,40.171697,19.446008,38.211705,20.550779,,,,,,
22173,,,,,,36.062852,35.801016,37.058682,,,,,,,
22174,,,,,,21.224227,21.401658,21.58356,21.580704,21.580708,-21.43256,,,,
22175,,,,,,17.246664,,16.298343,,,,,,,
22176,,,,,,,20.007842,40.620625,,,,,,,
22177,,,,,,18.952199,21.36597,20.161107,,18.920963,,,,,
22178,,,,,,,40.859173,,,,,,,,
22180,,,,,,,,,16.276373,,,,,,
22181,,,,,,80.45935,61.618706,102.883682,103.665647,81.98951,120.63109,40.553141,,,
22182,,,,,,,,0.0,,0.0,0.0,,,,
22183,,,,,,,,0.0,,0.0,,,,,
22184,,,,,,18.7392,16.636984,19.578341,18.5247,,,,,,
22185,,,,,,20.626716,21.070882,16.464779,,,,,,,
22186,,,,,,,21.773312,20.965654,19.490945,20.185267,,,,,
22188,,,,,,0.0,0.0,0.0,,,,,,,
22189,,,,,,19.614596,19.295865,20.009914,19.981221,,,,,,
22190,,,,,,71.159484,70.133297,70.892577,69.740594,57.56275,56.297758,56.552854,35.902688,,
22191,,,,,,0.0,18.436207,25.985125,40.782286,41.01168,,,,,
22192,,,,,,18.959003,50.096588,54.23239,53.572416,14.884186,,,,,
22193,,,,,,,20.741379,19.201031,17.613025,,,,,,
22194,,,,,,,0.0,0.0,20.309456,20.153592,,,,,
22195,,,,,,,21.619929,21.619929,,,,,,,
22196,,,,,,12.552693,20.308171,17.70627,17.70627,17.70627,19.285754,,,,
22197,,,,,,,20.664418,20.664318,20.664618,20.656386,,,,,
22198,,,,,,17.00144,17.022804,19.174149,,,,,,,
22199,,,,,,,,0.0,,0.0,0.0,,,,
22200,,,,,,,,0.0,,,0.0,,,,
22201,,,,,,19.967214,39.399483,59.134828,19.454732,,,,,,
22202,,,,,,,18.677621,38.192896,,18.731747,,,,,
22203,,,,,,,,20.982507,19.660751,,,19.613927,,,
22205,,,,,,16.95018,17.230739,34.212596,32.404438,35.796282,17.443841,,,,
22206,,,,,,21.810709,0.0,42.114265,42.438391,19.244401,17.254533,39.804864,0.0,,
22207,,,,,,,,,21.623615,20.664419,20.864167,,,,
22208,,,,,,62.874789,40.816995,54.516335,,,,,,,
22209,,,,,,95.029853,76.472655,90.454657,93.833663,96.33112,50.969355,,,,
22210,,,,,,,0.0,0.0,0.0,,0.0,,,,
22211,,,,,,76.341268,52.181395,68.153085,50.859171,35.946295,71.462798,51.100475,,,
22212,,,,,,,,,0.0,,,,,,
22213,,,,,,,,,,,,18.822732,19.733749,,
22214,,,,,,,19.751815,17.732374,17.012834,,,,,,
22215,,,,,,35.654234,59.985055,79.677326,,,,,,,
22216,,,,,,21.223978,20.051726,21.453784,16.198836,17.097614,,,,,
22217,,,,,,,,,,,39.584056,,,,
22219,,,,,,36.730915,35.95558,15.874844,,,,,,,
22220,,,,,,,,,41.390126,41.663985,40.677229,,,,
22221,,,,,,,,20.120656,,,,,,,
22222,,,,,,,,33.051224,55.359244,0.0,,,,,
22223,,,,,,,19.067546,39.537241,37.362341,37.828868,18.504894,,,,
22224,,,,,,,,,0.0,0.0,,,,,
22225,,,,,,,,,15.773031,,,,,,
22226,,,,,,0.0,44.542942,82.51246,81.079365,78.295552,20.853777,,,,
22227,,,,,,38.211848,34.78403,56.235465,,,,,,,
22228,,,,,,,,,,,,0.0,0.0,,
22229,,,,,,18.271569,19.988892,20.217505,19.979239,20.083129,19.975255,,,,
22230,,,,,,20.641763,,20.721743,,,,,,,
22231,,,,,,,,18.076641,36.34185,32.604589,38.659799,0.0,,,
22232,,,,,,,,,21.70418,0.0,,,,,
22233,,,,,,0.0,37.373617,38.083495,35.889869,19.686196,40.133246,,,,
22234,,,,,,50.699334,56.969828,74.200911,55.601474,32.140838,,,,,
22235,,,,,,,0.0,0.0,,,,,,,
22236,,,,,,,,19.721829,18.723214,,,,,,
22237,,,,,,19.198214,19.180819,38.982046,,,,,,,
22238,,,,,,,,,,,,0.0,,,
22239,,,,,,97.08456,97.006417,56.968769,,,,,,,
22240,,,,,,,,21.133721,21.218418,21.218418,20.668385,19.603101,17.551702,,
22241,,,,,,,0.0,20.545184,,,,,,,
22242,,,,,,,17.91069,18.11029,18.255027,,19.86591,,,,
22243,,,,,,82.051043,82.160311,57.924221,,,,,,,
22244,,,,,,32.87893,51.488338,53.76447,54.799731,47.241923,,,,,
22245,,,,,,,,,19.426543,19.05498,,,,,
22246,,,,,,17.807943,36.601532,57.169287,57.38816,55.422943,55.880328,47.927008,18.772013,,
22247,,,,,,19.460445,19.515407,19.460445,,,,19.637829,,,
22248,,,,,,,18.500507,19.920617,19.445548,18.673712,18.44032,,,,
22249,,,,,,0.0,21.102673,20.539761,18.920202,19.102688,21.023401,16.605807,,,
22250,,,,,,79.153273,79.048895,80.239989,76.53017,79.133125,80.472815,,,,
22251,,,,,,40.191633,40.766109,59.207569,59.95853,58.770724,39.10981,,,,
22252,,,,,,,0.0,0.0,19.77282,0.0,18.100234,18.778627,0.0,,
22253,,,,,,0.0,19.06493,19.086445,,,,,,,
22254,,,,,,17.36482,17.748291,18.699625,19.824002,16.66749,,,,,
22255,,,,,,18.407781,15.702858,38.443582,32.995263,31.173622,30.431813,16.029819,18.17625,,
22256,,,,,,59.372921,60.602242,60.845728,20.901634,,,,,,
22257,,,,,,,,0.0,,,,,,,
22258,,,,,,,,,20.148926,20.15692,18.07148,,,,
22259,,,,,,19.058633,36.325144,15.565935,,,,,,,
